
luis,92.826459
alex,92.577979
alberto,90.591577
cdcds,89.872842
rffew,89.285862
nhfvhnf,73.649331
gfch,48.351247
dedf,92.671283
jugador,9.007188999999997
kl,92.331262
profe,90.241075
swsw,93.081662
eaede,13.192589999999996
dewd,90.765073
dqdwq,90.583074
dedeadqwd,90.247659
deadea,91.684573
wefw,74.753242
werfwf,55.038492
negro,88.581986
manco,73.075149
gerard,35.959528000000006
fef,89.496205
luis,45.41279
luis,87.750369
kk,72.947802
43,88.224287
